ParkName,UnitCode,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Cuyahoga Valley NP,CUVA,2020,86140,76877,191063,239572,271067,324285,345278,355108,296760,266407,179201,123870
Cuyahoga Valley NP,CUVA,2021,86000,91737,182618,224619,241897,307110,300798,317417,266356,264264,177927,114532
Cuyahoga Valley NP,CUVA,2022,98868,110513,174226,233050,325101,336744,375656,341220,327857,318589,161940,109548
Cuyahoga Valley NP,CUVA,2023,89779,100226,170006,226008,344820,361455,402344,368783,272823,269796,143399,110620
Death Valley NP,DEVA,2005,26104,37201,128271,99117,56257,26718,79294,75828,84526,73927,62003,50867
Death Valley NP,DEVA,2006,47518,57656,79684,77945,71881,50011,56990,81482,80212,74215,29970,36876
Death Valley NP,DEVA,2007,33933,31820,62036,62265,66975,50866,57166,72478,63281,82269,65588,55445
Death Valley NP,DEVA,2008,22274,33008,108197,76141,83457,65350,107479,114524,109326,71902,51181,29099
Death Valley NP,DEVA,2009,46010,45168,92935,68675,64187,94520,59806,103181,90401,75587,62533,25571
Death Valley NP,DEVA,2010,54678,79196,133300,158319,63622,98967,103919,65201,92876,47898,59756,27043
Death Valley NP,DEVA,2011,53158,75164,87843,155234,63296,92244,107539,73237,98093,50717,58123,32219
Death Valley NP,DEVA,2012,61713,64439,85680,96944,81636,70245,97488,116560,106510,61723,76490,65140
Death Valley NP,DEVA,2013,60868,69596,104159,99741,93874,74910,80393,90631,94989,68345,65899,48567
Death Valley NP,DEVA,2014,59718,66371,90386,107089,122761,81146,79329,123363,110593,96526,80573,83457
Death Valley NP,DEVA,2015,79547,75606,109421,107352,122137,95496,113672,111467,88005,102672,73477,75991
Death Valley NP,DEVA,2016,69229,93970,209282,109486,101842,53042,103950,116843,141517,110588,99779,86755
Death Valley NP,DEVA,2017,66867,78586,108119,107559,105660,85150,135277,172052,138167,111268,91802,94320
Death Valley NP,DEVA,2018,80396,129711,163823,140669,158670,110111,142972,182929,150012,176518,126623,116226
Death Valley NP,DEVA,2019,111954,112925,178553,177696,155378,122013,142487,165632,168894,138152,132013,135248
Death Valley NP,DEVA,2020,99063,127628,112464,18361,19994,29404,42566,39387,38762,66744,131552,94098
Death Valley NP,DEVA,2021,80263,109242,171617,140477,80770,56077,52909,42775,55804,108985,133130,114502
Death Valley NP,DEVA,2022,92212,124091,182052,108984,92601,84768,84575,48242,54672,53764,93445,109456
Death Valley NP,DEVA,2023,84177,115023,145647,144868,113857,81845,86776,81202,0,41089,98719,106429
Denali NP & PRES,DENA,2005,403,751,2118,1451,27022,99756,114308,108451,38121,5716,2922,2501
Denali NP & PRES,DENA,2006,442,272,891,7764,28829,111060,123246,98605,43598,550,470,208
Denali NP & PRES,DENA,2007,3136,3769,5846,2665,37143,111767,129454,116065,47150,807,329,177
Denali NP & PRES,DENA,2008,351,702,918,1959,27773,114888,129762,119541,35623,521,114,157
Denali NP & PRES,DENA,2009,64,871,723,1549,24759,90662,102992,97307,37707,969,183,255
Denali NP & PRES,DENA,2010,298,669,1178,2952,29350,90821,110592,104398,37428,764,173,232
Denali NP & PRES,DENA,2011,247,701,1142,7514,33549,92585,118271,105823,45263,954,273,260
Denali NP & PRES,DENA,2012,263,195,1896,2913,32983,101260,102316,108208,37184,740,240,235
Denali NP & PRES,DENA,2013,319,1001,1300,2065,44947,127243,153636,140079,59490,313,240,289
Denali NP & PRES,DENA,2014,396,1019,2231,2883,49380,127291,151285,138254,56890,846,455,385
Denali NP & PRES,DENA,2015,326,851,2597,2573,55920,136454,155987,146067,57612,1474,461,435
Denali NP & PRES,DENA,2016,500,1303,2948,5057,50776,139310,160357,151365,69907,2934,1446,1509
Denali NP & PRES,DENA,2017,725,1467,3449,5314,62497,158590,182400,155201,68323,2434,918,1491
Denali NP & PRES,DENA,2018,890,1710,4457,3653,52147,141216,168177,150861,65251,3650,1996,652
Denali NP & PRES,DENA,2019,96,2603,4613,3686,53995,144156,168078,154044,61504,3863,1799,2715
Denali NP & PRES,DENA,2020,1330,2863,1687,5,105,10031,13802,14482,10523,13,5,4
Denali NP & PRES,DENA,2021,8,22,335,1332,11522,53890,71264,64724,26153,233,29,9
Denali NP & PRES,DENA,2022,403,952,2073,4237,37305,104177,115369,112709,43372,3191,1978,1796
Denali NP & PRES,DENA,2023,1683,2662,5426,5714,34134,116853,138246,133255,50544,5282,2437,2486
Dry Tortugas NP,DRTO,2005,4682,5792,7782,7440,7988,7765,6588,5391,1122,2247,1047,3921
Dry Tortugas NP,DRTO,2006,3316,4142,6295,6956,7831,7725,7313,4159,2907,3021,4459,5998
Dry Tortugas NP,DRTO,2007,4966,4159,6219,6055,6045,7230,7119,5689,2753,2468,4184,4008
Dry Tortugas NP,DRTO,2008,3648,4534,5749,7251,6049,7048,7695,4011,2448,4124,5199,6191
Dry Tortugas NP,DRTO,2009,3685,4339,5396,5546,5227,5271,7116,4291,2407,1996,2890,3847
Dry Tortugas NP,DRTO,2010,2975,2974,6156,4785,5316,7584,7073,4978,2526,1929,4509,3085
Dry Tortugas NP,DRTO,2011,3142,4706,4578,5811,11166,11518,11164,5481,3910,3006,5212,5477
Dry Tortugas NP,DRTO,2012,6072,7004,9924,4323,6324,4068,5829,4187,2805,2991,3295,3728
Dry Tortugas NP,DRTO,2013,7565,4796,5340,5692,5975,5376,5720,5098,3458,1693,3246,4442
Dry Tortugas NP,DRTO,2014,4907,4934,5535,7629,7646,4280,6659,6113,4313,3415,3748,5686
Dry Tortugas NP,DRTO,2015,6092,5213,7227,7112,7010,7374,7171,5392,5278,4043,3337,5613
Dry Tortugas NP,DRTO,2016,4616,1313,7167,6729,7095,8969,7692,6834,6329,4347,6262,6308
Dry Tortugas NP,DRTO,2017,4492,3900,7200,6880,5908,5568,5628,4276,176,233,5020,5000
Dry Tortugas NP,DRTO,2018,4236,6474,5509,4908,5488,5854,6162,6484,4845,643,4921,1286
Dry Tortugas NP,DRTO,2019,6179,6937,7417,7720,8124,8041,7692,6658,4694,4432,5336,5970
Dry Tortugas NP,DRTO,2020,5911,5972,3674,200,308,4389,3928,3971,4510,5384,3901,6395
Dry Tortugas NP,DRTO,2021,7519,4641,8055,7488,7497,8175,6880,6274,6115,6789,6732,7652
Dry Tortugas NP,DRTO,2022,6633,6220,7528,7562,7951,7460,6849,6725,5357,3603,5630,6970
Dry Tortugas NP,DRTO,2023,5956,6899,7989,7707,9215,8474,7375,6904,6382,4820,6147,6417
Everglades NP,EVER,2005,125381,138049,236941,174997,92696,71094,71419,26747,44948,16674,128727,106164
Everglades NP,EVER,2006,90074,112603,115621,90708,55507,49018,54757,81053,74328,87878,62638,79837
Everglades NP,EVER,2007,100546,102862,241397,101656,60350,48303,53336,49587,79819,81573,74858,80477
Everglades NP,EVER,2008,87123,111172,104390,82543,60147,50393,54174,44632,27457,43760,70884,85443
Everglades NP,EVER,2009,104251,107537,115054,93031,64156,48696,55364,51957,44519,54642,69927,91748
Everglades NP,EVER,2010,104491,112674,137350,91638,67704,46388,55954,52731,52433,64447,48242,81486
Everglades NP,EVER,2011,108115,121341,131176,92257,55073,52165,56712,52814,42787,54443,76578,90890
Everglades NP,EVER,2012,128689,133777,132603,99501,73188,55627,65022,73081,49588,84150,100040,146640
Everglades NP,EVER,2013,142377,132732,144436,91347,73300,59024,61541,60541,50742,38034,80206,112836
Everglades NP,EVER,2014,127802,132334,167972,97458,62634,58372,64324,73839,60866,68964,68965,127371
Everglades NP,EVER,2015,142660,145148,149383,108982,70711,61840,72567,67529,32717,62000,84937,78953
Everglades NP,EVER,2016,116221,120197,134815,65054,73548,64110,53064,47351,44750,55600,69074,87123
Everglades NP,EVER,2017,194200,120646,126818,98915,74300,68958,52425,85059,17708,42574,49593,87361
Everglades NP,EVER,2018,33950,66837,45018,35737,31090,30697,36653,26945,37443,58920,74544,119290
Everglades NP,EVER,2019,85838,96953,146859,131278,77435,68267,63394,80177,60469,70222,103643,133765
Everglades NP,EVER,2020,95635,165994,99917,4784,24446,69851,43509,46912,20084,20795,30813,79579
Everglades NP,EVER,2021,123528,93812,82016,94693,95632,97092,74370,57175,44673,50173,60962,68004
Everglades NP,EVER,2022,139538,156859,136512,132171,91086,85214,80773,86642,61057,44197,64825,76319
Everglades NP,EVER,2023,94483,95683,101446,73876,52527,51515,59243,56369,44341,39358,63485,77863
Gates of the Arctic NP & PRES,GAAR,2005,0,4,4,1,269,2822,3128,2929,302,0,0,0
Gates of the Arctic NP & PRES,GAAR,2006,24,0,14,11,113,2495,3487,3263,565,5,0,5
Gates of the Arctic NP & PRES,GAAR,2007,1,2,8,0,349,2926,3473,3588,585,0,3,7
Gates of the Arctic NP & PRES,GAAR,2008,39,0,44,0,538,2788,3777,3597,545,0,0,69
Gates of the Arctic NP & PRES,GAAR,2009,19,81,80,12,41,2533,3471,3020,659,0,0,59
Gates of the Arctic NP & PRES,GAAR,2010,134,102,99,0,456,2547,3191,3419,760,10,17,105
Gates of the Arctic NP & PRES,GAAR,2011,70,70,182,15,51,2832,3713,3716,860,2,25,87
Gates of the Arctic NP & PRES,GAAR,2012,249,148,196,50,10,2447,3432,3412,738,10,78,129
Gates of the Arctic NP & PRES,GAAR,2013,230,302,127,5,215,2175,3377,3882,606,0,0,93
Gates of the Arctic NP & PRES,GAAR,2014,501,501,928,218,342,2508,3195,3665,720,12,12,67
Gates of the Arctic NP & PRES,GAAR,2015,137,138,272,68,354,2071,2968,3393,1100,0,0,244
Gates of the Arctic NP & PRES,GAAR,2016,306,310,389,172,164,1349,3026,3137,1027,29,18,120
Gates of the Arctic NP & PRES,GAAR,2017,198,119,280,155,355,2364,3145,3533,1013,15,0,0
Gates of the Arctic NP & PRES,GAAR,2018,15,0,280,155,226,1949,2797,2980,1153,36,0,0
Gates of the Arctic NP & PRES,GAAR,2019,0,0,74,91,454,647,2852,5399,966,35,0,0
Gates of the Arctic NP & PRES,GAAR,2020,0,0,0,0,0,5,1178,1195,477,17,0,0
Gates of the Arctic NP & PRES,GAAR,2021,0,0,0,0,202,1686,2355,2196,923,0,0,0
Gates of the Arctic NP & PRES,GAAR,2022,0,0,0,0,338,2214,2615,3125,1165,0,0,0
Gates of the Arctic NP & PRES,GAAR,2023,0,0,0,0,275,2748,3287,3398,1337,0,0,0
Gateway Arch NP,JEFF,2005,65361,92084,162410,185587,240362,310340,1021406,306269,157892,166615,133547,103103
Gateway Arch NP,JEFF,2006,86281,93943,184065,204230,203212,259517,664268,334203,175177,151276,117678,98222
Gateway Arch NP,JEFF,2007,58501,61331,150464,179131,193919,243622,770243,262811,166798,145347,90539,62681
Gateway Arch NP,JEFF,2008,59291,62121,143284,131112,202886,237567,332003,232820,130797,246550,107076,69303
Gateway Arch NP,JEFF,2009,67708,77608,148648,159656,195478,254753,659749,335663,152976,130503,102587,74780
Gateway Arch NP,JEFF,2010,57518,61079,162697,175883,195918,247616,817243,240563,159827,149590,105479,62697
Gateway Arch NP,JEFF,2011,54696,54884,133246,153804,179766,178809,815418,224103,143292,142409,97614,80979
Gateway Arch NP,JEFF,2012,56326,67671,187038,172210,197670,284592,805362,243878,152261,139189,105522,85007
Gateway Arch NP,JEFF,2013,57737,60013,163183,153434,196822,265408,809266,274111,148261,68067,109961,70995
Gateway Arch NP,JEFF,2014,46152,46773,157328,155470,195476,262197,343547,248366,113843,115680,73153,59106
Gateway Arch NP,JEFF,2015,51474,39539,130502,137609,179949,236179,306785,213293,135086,115196,85422,67622
Gateway Arch NP,JEFF,2016,16552,8387,8387,98719,138336,207288,264652,173446,120732,119830,83136,32390
Gateway Arch NP,JEFF,2017,30163,30233,74140,91530,120796,186788,245532,217438,120806,115574,88069,77119
Gateway Arch NP,JEFF,2018,40170,52068,136466,116666,143522,212462,634978,241684,154380,141037,90061,52686
Gateway Arch NP,JEFF,2019,18962,51416,164238,138309,165964,296149,583866,208999,127764,122770,91836,85036
Gateway Arch NP,JEFF,2020,51753,62958,54112,30000,31000,50905,33748,31610,32146,44372,33888,29529
Gateway Arch NP,JEFF,2021,25026,21258,65025,61664,77152,117599,363556,118126,78848,84326,68249,64252
Gateway Arch NP,JEFF,2022,37942,38975,107142,102741,111872,162685,543140,153348,108741,111471,80576,60141
Gateway Arch NP,JEFF,2023,81397,95271,205586,200997,213062,309799,444863,246598,184624,174886,146410,119343
Glacier Bay NP & PRES,GLBA,2005,58,63,101,224,51792,82032,81442,84146,59586,226,74,85
Glacier Bay NP & PRES,GLBA,2006,77,173,173,173,57883,92495,96563,100830,64344,319,176,176
Glacier Bay NP & PRES,GLBA,2007,173,168,168,184,58969,94785,103937,103240,75990,225,222,150
Glacier Bay NP & PRES,GLBA,2008,173,175,173,160,63241,90469,98691,95191,70034,250,179,175
Glacier Bay NP & PRES,GLBA,2009,173,175,164,157,60736,99356,107466,98353,71146,325,155,155
Glacier Bay NP & PRES,GLBA,2010,173,175,162,238,60540,104399,105344,106284,66647,222,173,173
Glacier Bay NP & PRES,GLBA,2011,173,175,162,178,45959,104190,102477,111359,66794,173,173,173
Glacier Bay NP & PRES,GLBA,2012,173,173,162,229,59431,100885,110247,108945,73602,167,150,173
Glacier Bay NP & PRES,GLBA,2013,173,173,162,794,70557,110905,114650,116945,85758,168,150,155
Glacier Bay NP & PRES,GLBA,2014,173,173,168,1455,79720,108644,119282,110795,79648,291,205,173
Glacier Bay NP & PRES,GLBA,2015,173,223,185,208,74519,107364,182324,152155,33573,282,174,173
Glacier Bay NP & PRES,GLBA,2016,173,173,173,2505,80664,115336,115207,120251,84965,350,201,173
Glacier Bay NP & PRES,GLBA,2017,173,172,172,185,100414,108729,116760,122709,95615,1748,207,173
Glacier Bay NP & PRES,GLBA,2018,173,173,173,445,111753,121804,130351,136280,95962,383,245,173
Glacier Bay NP & PRES,GLBA,2019,173,173,195,3642,121332,132054,152932,145002,111922,4319,172,171
Glacier Bay NP & PRES,GLBA,2020,173,173,173,168,286,807,1480,1489,476,179,173,171
Glacier Bay NP & PRES,GLBA,2021,173,173,173,196,1382,9527,15660,28998,26312,6828,173,173
Glacier Bay NP & PRES,GLBA,2022,172,22,272,3813,64956,90985,98596,103196,80309,102993,222,222
Glacier Bay NP & PRES,GLBA,2023,223,223,273,8826,102982,141387,146538,147761,110826,44177,224,219
Glacier NP,GLAC,2005,7444,12496,16490,54609,131566,286605,561774,498836,269149,64658,11848,9626
Glacier NP,GLAC,2006,10009,10702,12439,23373,100842,324244,587137,493092,287424,87759,16606,10772
Glacier NP,GLAC,2007,12167,12086,26534,34659,137220,341317,621046,492343,311589,66059,18688,9621
Glacier NP,GLAC,2008,9324,10966,13850,17129,85554,287059,523881,514317,262782,58605,16544,8016
Glacier NP,GLAC,2009,9800,11642,10647,21805,102993,327572,603681,541997,325257,49525,15801,10628
Glacier NP,GLAC,2010,10005,10811,14646,24111,106316,337120,673359,632971,300275,66155,13541,10738
Glacier NP,GLAC,2011,10887,10911,12243,15747,92755,266283,512494,532718,320813,54356,13797,10560
Glacier NP,GLAC,2012,10318,10194,12416,32085,112055,313713,630093,604039,356975,54127,16158,9862
Glacier NP,GLAC,2013,10836,11388,15758,20922,108998,343560,645514,626556,355471,25965,14924,10482
Glacier NP,GLAC,2014,12111,10242,13214,28667,112187,334074,699650,675119,353497,72694,15706,11367
Glacier NP,GLAC,2015,12087,14530,18139,48270,134741,414671,689064,579007,351388,71297,19505,13357
Glacier NP,GLAC,2016,15674,16548,21257,55125,183925,485017,818481,748565,482592,75797,30823,12877
Glacier NP,GLAC,2017,14690,13802,19336,38323,177787,620962,1009665,908479,389137,84469,15594,13268
Glacier NP,GLAC,2018,12222,11847,21758,28404,195116,556304,905959,667688,434600,91973,20657,18781
Glacier NP,GLAC,2019,13581,11240,23989,35491,167403,544088,879711,771874,488909,78408,20008,15137
Glacier NP,GLAC,2020,13651,18020,24377,0,0,202701,453977,459121,343911,125544,29366,28196
Glacier NP,GLAC,2021,23417,17238,30976,53134,175277,587237,796868,670628,533388,149564,26300,17629
Glacier NP,GLAC,2022,17539,18461,24030,36518,181387,529098,730549,675335,544575,115740,20914,14312
Glacier NP,GLAC,2023,17411,17052,24010,43799,206419,514570,722535,652866,553565,138938,22683,19768
Grand Canyon NP,GRCA,2005,132660,151719,356357,380473,444253,594410,611813,572431,392835,335518,230597,198456
Grand Canyon NP,GRCA,2006,163222,178982,296498,419253,451576,509456,578208,507951,399117,352556,239306,183314
Grand Canyon NP,GRCA,2007,139636,155049,332226,431874,443773,515106,604185,580670,424493,362602,235217,188837
Grand Canyon NP,GRCA,2008,123600,146730,358409,377542,453651,530291,644915,633985,433030,359396,209843,153922
Grand Canyon NP,GRCA,2009,135463,132865,310717,393469,432940,529833,658993,600442,425737,352207,214355,161047
Grand Canyon NP,GRCA,2010,120409,124573,312903,375136,399037,555941,647636,629167,477863,359758,219474,166489
Grand Canyon NP,GRCA,2011,139029,120726,304583,388363,419569,544089,654871,595265,410636,348203,201809,171035
Grand Canyon NP,GRCA,2012,141357,141305,291120,389777,416363,549688,647953,610680,448925,376225,221927,186032
Grand Canyon NP,GRCA,2013,143405,145356,359799,375899,468178,613479,728543,633026,465665,197742,217733,216015
Grand Canyon NP,GRCA,2014,173458,176364,353920,320348,463713,563375,621953,671027,488359,410933,256705,256616
Grand Canyon NP,GRCA,2015,191781,224311,437563,486989,541338,614938,714911,793412,525090,444363,273558,272482
Grand Canyon NP,GRCA,2016,189103,214361,504295,464922,588591,700421,839086,743158,578006,517791,333204,296873
Grand Canyon NP,GRCA,2017,217102,239154,502739,590006,606247,726916,837258,745613,571946,529825,349326,338106
Grand Canyon NP,GRCA,2018,257366,265949,503284,549416,637703,673474,799765,744826,615783,555094,408794,369041
Grand Canyon NP,GRCA,2019,225056,213050,451228,562265,618598,643821,756860,700896,578852,551558,347847,324380
Grand Canyon NP,GRCA,2020,246460,252897,276002,0,43397,232267,350003,303900,249010,421568,275764,245830
Grand Canyon NP,GRCA,2021,164922,161428,317054,421232,484442,538530,556766,430684,399321,430734,346971,280593
Grand Canyon NP,GRCA,2022,180094,191984,392273,438576,496238,510239,543760,500265,439611,442697,323112,273252
Grand Canyon NP,GRCA,2023,134361,151395,326916,463305,491137,506448,557321,522994,466960,474360,332145,306363
Grand Teton NP,GRTE,2005,44727,43863,46293,47223,151793,430930,602298,544255,344390,135657,31528,40485
Grand Teton NP,GRTE,2006,42429,47055,44281,43722,160378,427444,597484,497403,344329,121273,39656,41022
Grand Teton NP,GRTE,2007,45940,43080,62337,49303,188612,454382,591627,540336,397285,126744,45122,43806
Grand Teton NP,GRTE,2008,42940,43991,43724,39193,178458,452102,587324,527256,347239,142499,42483,38778
Grand Teton NP,GRTE,2009,43659,43129,44492,48206,177624,435542,622045,568122,393873,124607,37574,41208
Grand Teton NP,GRTE,2010,40509,40495,47742,47575,161320,450650,628355,598412,421830,149581,39805,43100
Grand Teton NP,GRTE,2011,42986,39921,48213,41914,148425,436208,643386,568658,403649,141259,33293,39525
Grand Teton NP,GRTE,2012,38762,31835,39138,48341,167848,484844,661613,585450,405477,165549,36114,40285
Grand Teton NP,GRTE,2013,39871,40742,47414,45027,189663,509389,642862,609953,420542,68984,36686,37661
Grand Teton NP,GRTE,2014,44783,38951,47711,45867,199161,515625,686200,614995,372054,148281,37388,40376
Grand Teton NP,GRTE,2015,46952,51638,57392,52348,231708,576057,737246,651245,474787,190681,38610,41257
Grand Teton NP,GRTE,2016,47501,53271,55162,59287,292318,603154,758253,633657,492451,186185,50508,38329
Grand Teton NP,GRTE,2017,45377,44397,53366,58403,255583,637683,739046,716690,482661,187499,45496,50799
Grand Teton NP,GRTE,2018,54298,47524,57276,60541,296885,627055,795725,692074,558788,207534,44651,48800
Grand Teton NP,GRTE,2019,56635,43913,65864,59105,278529,625441,775788,702022,517265,186487,48132,46433
Grand Teton NP,GRTE,2020,51648,55197,51455,0,123756,468201,755766,710198,603789,351173,57039,61416
Grand Teton NP,GRTE,2021,66585,53108,74754,87739,364876,757897,835846,703118,579888,247945,61674,51800
Grand Teton NP,GRTE,2022,59920,62198,66862,67541,235020,497531,558710,539171,441995,196727,33348,47200
Grand Teton NP,GRTE,2023,57106,54597,55723,66950,266980,578980,707359,682600,602607,240943,50458,52803
Great Basin NP,GRBA,2005,1149,1056,3101,3681,8691,11532,15496,13230,10136,6685,1836,1148
Great Basin NP,GRBA,2006,1609,925,1904,5104,8552,14197,14661,12365,9994,6361,1810,1042
Great Basin NP,GRBA,2007,1427,943,2052,5561,9553,15267,12986,13111,11341,6212,1982,929
Great Basin NP,GRBA,2008,1636,1059,1847,4496,6307,11039,12958,11618,9488,5738,1791,1258
Great Basin NP,GRBA,2009,1445,1331,1743,5216,7583,13045,15398,14487,14035,6705,2471,1515
Great Basin NP,GRBA,2010,958,1713,2087,5830,7125,10947,18086,15322,14550,7836,2866,1550
Great Basin NP,GRBA,2011,1030,1493,2338,5826,7921,11402,17759,14783,16501,7180,3287,1931
Great Basin NP,GRBA,2012,1339,2038,2230,5564,9838,10904,18216,16362,15501,7463,3245,2150
Great Basin NP,GRBA,2013,883,1377,2307,4888,11291,12796,21160,15280,14916,2041,3688,2266
Great Basin NP,GRBA,2014,939,1870,2114,6530,10780,14539,23773,17217,16123,7539,3794,2308
Great Basin NP,GRBA,2015,887,2433,2917,7610,11898,14932,21250,20556,19961,8433,2576,2670
Great Basin NP,GRBA,2016,838,2082,9023,10051,15150,17534,33885,17744,22978,12030,2222,1309
Great Basin NP,GRBA,2017,1144,2289,2199,16671,27678,30982,26286,20230,23694,13307,2126,1422
Great Basin NP,GRBA,2018,1767,2289,15705,7318,12419,19034,26568,17868,34032,11162,2506,2426
Great Basin NP,GRBA,2019,689,1060,2391,6100,11516,23246,23290,24674,22735,11772,3330,999
Great Basin NP,GRBA,2020,2619,2244,2693,816,4587,16222,23032,20133,25794,17538,2691,1879
Great Basin NP,GRBA,2021,1306,1236,2596,7856,15816,28680,26246,21870,20822,13582,3208,1657
Great Basin NP,GRBA,2022,2673,3061,4114,9416,15517,24829,18648,19705,25092,15358,2521,1181
Great Basin NP,GRBA,2023,1045,1141,2191,6507,13065,22547,24951,23398,24095,20684,2381,1260
Great Sand Dunes NP & PRES,GRSA,2005,2456,2952,10057,9876,40181,57239,66396,42963,25525,14690,4507,2747
Great Sand Dunes NP & PRES,GRSA,2006,2489,3245,9257,11783,35425,48548,58939,44519,26372,11552,4624,1907
Great Sand Dunes NP & PRES,GRSA,2007,1062,1270,11043,10436,39298,58386,63461,46389,30778,16452,4824,1722
Great Sand Dunes NP & PRES,GRSA,2008,1091,1770,9751,9195,38496,57256,61275,47518,26812,13767,5090,1882
Great Sand Dunes NP & PRES,GRSA,2009,1130,2474,9912,9068,43265,63117,63938,48506,27018,14490,4822,2215
Great Sand Dunes NP & PRES,GRSA,2010,1328,2110,9530,9083,44932,56799,60734,46552,28728,16344,4759,2385
Great Sand Dunes NP & PRES,GRSA,2011,1428,2316,9919,9453,43793,58163,62020,44320,26900,14625,4718,2403
Great Sand Dunes NP & PRES,GRSA,2012,1596,1856,11076,9905,37522,49878,51518,42154,27384,14126,5408,2251
Great Sand Dunes NP & PRES,GRSA,2013,1399,1059,10845,10486,34661,47565,51852,40309,30624,6776,4953,2312
Great Sand Dunes NP & PRES,GRSA,2014,1404,1095,9348,10868,30445,49808,55238,52500,32678,22024,4202,2164
Great Sand Dunes NP & PRES,GRSA,2015,1354,1003,8221,10587,40804,60712,56935,54096,36735,23159,3861,2046
Great Sand Dunes NP & PRES,GRSA,2016,1503,3485,10009,13851,50657,77174,79425,59329,47478,30776,10574,4047
Great Sand Dunes NP & PRES,GRSA,2017,3173,6547,24744,23064,67737,96529,97242,73579,47673,29763,10510,6374
Great Sand Dunes NP & PRES,GRSA,2018,3551,5579,26387,20899,63953,77494,79486,71774,49941,29007,10430,4404
Great Sand Dunes NP & PRES,GRSA,2019,4404,5154,19541,25183,68473,122086,103293,81085,52946,32180,8606,4595
Great Sand Dunes NP & PRES,GRSA,2020,5232,5820,19560,5227,0,78191,102800,97370,66495,53468,17734,9635
Great Sand Dunes NP & PRES,GRSA,2021,4824,4748,16152,31134,84669,123564,116377,90498,59895,44515,16903,9334
Great Sand Dunes NP & PRES,GRSA,2022,6013,8459,27374,30117,70542,87842,85479,64944,51502,40677,13024,7455
Great Sand Dunes NP & PRES,GRSA,2023,6714,8048,6426,25294,76366,103168,103748,68160,55096,40056,11993,7150
Great Smoky Mountains NP,GRSM,2005,345009,347144,524650,652265,767056,1124130,1333994,997352,854342,1054311,721684,470540
Great Smoky Mountains NP,GRSM,2006,363998,332912,557555,725298,732978,1113186,1280865,920331,928487,1128927,702589,502089
Great Smoky Mountains NP,GRSM,2007,350818,342540,564878,701353,810438,1116371,1313210,1011693,951432,1092798,677203,439519
Great Smoky Mountains NP,GRSM,2008,322865,340558,553078,628593,783847,1063589,1257396,1049206,819816,1096711,652023,476328
Great Smoky Mountains NP,GRSM,2009,323614,334515,521140,770585,788974,1181938,1404034,1035277,845655,1052137,708797,524771
Great Smoky Mountains NP,GRSM,2010,303318,239587,505950,848946,792980,1359978,1403978,947311,845410,1252357,621211,342512
Great Smoky Mountains NP,GRSM,2011,214609,315206,502501,690037,727237,1121001,1342491,1002603,882269,1133530,605743,471603
Great Smoky Mountains NP,GRSM,2012,269282,353390,611326,745545,799760,1202056,1392067,1081025,982942,1144273,623636,480527
Great Smoky Mountains NP,GRSM,2013,265633,252437,465594,636677,885960,1321821,1399567,1040021,1060237,847616,688430,490702
Great Smoky Mountains NP,GRSM,2014,275353,296451,509454,724987,900900,1305063,1445328,1213262,978105,1303450,636596,510327
Great Smoky Mountains NP,GRSM,2015,373315,244214,598835,794886,1017955,1307646,1441603,1208882,1096723,1353454,707576,567585
Great Smoky Mountains NP,GRSM,2016,379730,353532,778211,859420,1018224,1364138,1464456,1183778,1165098,1466584,810894,468721
Great Smoky Mountains NP,GRSM,2017,382161,457921,690615,867375,907646,1304711,1492508,1235188,1282168,1336369,817238,564993
Great Smoky Mountains NP,GRSM,2018,320864,399156,689235,820657,985145,1401741,1468273,1195360,1369637,1263665,867110,640357
Great Smoky Mountains NP,GRSM,2019,496743,421770,786305,999259,1096056,1469857,1613133,1411231,1273326,1408013,851419,720631
Great Smoky Mountains NP,GRSM,2020,438509,426839,487535,99371,828792,1535660,1726187,1544254,1400171,1739720,1091098,777584
Great Smoky Mountains NP,GRSM,2021,525801,502459,931060,1169469,1363183,1539247,1730987,1398161,1355599,1633547,1155227,856808
Great Smoky Mountains NP,GRSM,2022,409267,536592,878917,1014878,1227558,1486757,1560696,1266172,1315818,1624908,945444,670626
Great Smoky Mountains NP,GRSM,2023,459626,506742,879991,1026754,1229626,1545906,1609741,1289406,1307865,1704922,975806,761262
Guadalupe Mountains NP,GUMO,2005,10681,9646,23586,17345,16724,13736,16218,10742,10159,15173,15085,11288
Guadalupe Mountains NP,GUMO,2006,11031,10526,22156,16446,16145,14344,14255,11318,12178,19707,16506,9545
Guadalupe Mountains NP,GUMO,2007,7222,8607,20504,15306,16390,14313,16695,13857,10715,17365,14843,9293
Guadalupe Mountains NP,GUMO,2008,8599,10018,20882,16088,16291,12107,13175,12228,12170,16631,15239,10281
Guadalupe Mountains NP,GUMO,2009,9877,10818,21820,17806,17903,15063,16940,13561,13660,21701,25371,14362
Guadalupe Mountains NP,GUMO,2010,10218,9075,21137,19471,18513,16939,17741,16354,14761,21011,16423,10567
Guadalupe Mountains NP,GUMO,2011,8375,12062,19782,15344,9715,12729,13290,10434,11106,17482,13697,8530
Guadalupe Mountains NP,GUMO,2012,7733,9530,18636,15910,15702,10885,12281,10371,13021,21168,16240,7883
Guadalupe Mountains NP,GUMO,2013,7242,8189,18891,14722,15059,13100,12577,12537,9837,6220,15253,12043
