ParkName,UnitCode,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Rocky Mountain NP,ROMO,2014,77633,76881,99077,97100,220532,538725,693685,616826,537694,305651,90915,80032
Rocky Mountain NP,ROMO,2015,98928,85123,134304,116959,259711,608796,858426,765579,644350,371558,118398,93784
Rocky Mountain NP,ROMO,2016,115207,105125,135053,129967,285868,700990,912507,772849,711110,398525,158553,91831
Rocky Mountain NP,ROMO,2017,95602,98832,145110,158360,263222,741247,885478,782625,681160,332526,140223,112830
Rocky Mountain NP,ROMO,2018,111422,84245,156434,151975,305993,720822,931929,798306,784480,312757,125349,106781
Rocky Mountain NP,ROMO,2019,118152,99873,146414,160259,280351,698224,973992,830039,752320,374003,123376,113050
Rocky Mountain NP,ROMO,2020,126866,110667,97690,0,63051,491355,723478,580368,500019,297665,157875,156165
Rocky Mountain NP,ROMO,2021,140715,133771,155819,183792,335060,671232,904767,746343,521233,352736,164992,124388
Rocky Mountain NP,ROMO,2022,130331,101109,145752,153666,286464,627860,811861,665531,650863,474957,131655,120375
Rocky Mountain NP,ROMO,2023,117076,116551,155616,164809,334763,576304,734323,656651,595167,393340,148217,123020
Saguaro NP,SAGU,2005,69802,83199,122738,75455,50760,40169,38220,47620,34215,50482,54188,60360
Saguaro NP,SAGU,2006,67957,80926,91782,69239,43282,31219,34515,32592,27631,40939,42227,57674
Saguaro NP,SAGU,2007,63711,75078,94263,74777,45859,30128,37553,37745,39608,45484,49275,64996
Saguaro NP,SAGU,2008,85391,81943,122037,67583,47259,33241,38548,38285,30789,41221,48324,64516
Saguaro NP,SAGU,2009,79316,79820,110768,68006,44619,34837,36024,34077,32817,39052,50985,54913
Saguaro NP,SAGU,2010,71191,73176,116329,80796,55502,35360,36731,34563,35949,53198,72830,51989
Saguaro NP,SAGU,2011,67367,71376,81315,61185,43694,27132,34275,31648,30047,47128,62820,52058
Saguaro NP,SAGU,2012,61544,77317,90023,61418,44534,32114,39512,34863,33840,43143,60037,55941
Saguaro NP,SAGU,2013,76927,70794,125881,94764,46141,30949,39896,35161,31072,29117,41561,55998
Saguaro NP,SAGU,2014,77883,76856,96500,70494,45841,32480,36279,38075,34155,44325,59958,60726
Saguaro NP,SAGU,2015,82743,97933,118729,77715,55800,34434,41292,37614,37218,45058,60026,64884
Saguaro NP,SAGU,2016,88923,103376,118125,83290,57396,37587,40050,42248,38865,51086,67524,91956
Saguaro NP,SAGU,2017,106868,129417,139654,99335,61633,45316,51672,56232,43075,59768,81806,89984
Saguaro NP,SAGU,2018,104478,131262,152999,98936,62140,42723,49881,49400,43637,62855,96302,62792
Saguaro NP,SAGU,2019,48968,149371,186275,117802,75838,49481,48553,51309,44812,64529,87053,96235
Saguaro NP,SAGU,2020,124069,146224,98901,22820,22300,20362,25649,24301,23934,37950,52377,163339
Saguaro NP,SAGU,2021,186505,177726,201010,124267,37630,19808,38297,37217,39172,56615,72714,88825
Saguaro NP,SAGU,2022,100022,114193,132467,109500,65538,37836,37458,38698,37091,63252,86306,85833
Saguaro NP,SAGU,2023,106440,123427,158336,115171,77488,59115,35596,35403,39832,64245,82266,113587
Sequoia NP,SEQU,2005,32102,28188,43344,55739,111303,123919,170938,176490,108674,71964,49402,32780
Sequoia NP,SEQU,2006,32103,30055,42372,57708,104572,115062,162584,158372,107311,73627,37129,33612
Sequoia NP,SEQU,2007,29878,28433,44561,60206,103903,121408,167721,167421,106067,69940,47773,32226
Sequoia NP,SEQU,2008,27643,28943,47827,49940,100694,111533,166615,176568,90212,61435,38753,29848
Sequoia NP,SEQU,2009,27347,25630,50551,57885,106045,116902,172196,166989,104422,69113,37215,30875
Sequoia NP,SEQU,2010,30283,21838,37947,53237,100412,124164,198203,173300,125658,70483,39095,28359
Sequoia NP,SEQU,2011,29303,21913,41621,66501,111466,120708,184262,183238,112027,67767,37787,29990
Sequoia NP,SEQU,2012,30112,28557,45541,59186,108045,123538,178374,255984,147491,69775,32886,27095
Sequoia NP,SEQU,2013,24429,21262,43242,50937,98904,147445,161286,162352,105351,28702,37328,28036
Sequoia NP,SEQU,2014,25825,26877,48135,70926,101054,135952,179033,180619,112109,70260,45885,42462
Sequoia NP,SEQU,2015,35320,29613,53100,68602,113812,139746,197117,173943,124126,70954,48251,42880
Sequoia NP,SEQU,2016,41007,33815,59292,73518,127056,160327,221476,191657,150580,92679,57513,45768
Sequoia NP,SEQU,2017,28877,27306,58609,94141,131584,169618,232403,200337,147224,89252,58403,53502
Sequoia NP,SEQU,2018,39678,41244,65934,84169,131687,156039,193884,184413,135576,83442,54590,58938
Sequoia NP,SEQU,2019,36024,28737,63343,93054,119816,153882,193633,190139,144639,118187,59502,45097
Sequoia NP,SEQU,2020,46368,48821,16625,0,0,52901,194892,187702,88313,65370,66044,29050
Sequoia NP,SEQU,2021,65177,54162,79431,103101,134360,162201,182423,155567,50597,22545,25406,24578
Sequoia NP,SEQU,2022,32564,39182,58365,86412,121934,135869,188020,170284,127041,96663,55800,41064
Sequoia NP,SEQU,2023,26006,31190,5214,29029,73576,87230,186932,171867,142544,106350,68745,51884
Shenandoah NP,SHEN,2005,16573,18263,33382,64318,124297,131690,165894,145323,113659,161907,115249,4357
Shenandoah NP,SHEN,2006,16328,14081,39156,78772,103065,109042,151457,137773,109449,233542,66421,17064
Shenandoah NP,SHEN,2007,13113,9149,33699,67532,115809,125902,158668,135534,137702,206362,88971,14786
Shenandoah NP,SHEN,2008,15983,14836,43857,56576,110812,121783,136795,159553,87459,220661,90168,17395
Shenandoah NP,SHEN,2009,15414,20070,30970,77195,111110,121161,163916,160076,124997,217307,74013,4752
Shenandoah NP,SHEN,2010,3576,1144,33230,94931,119576,127861,175626,163613,150140,281998,89312,12379
Shenandoah NP,SHEN,2011,13019,18224,36600,91337,126032,137580,178786,146070,112131,238482,89114,22508
Shenandoah NP,SHEN,2012,18017,15954,46454,94770,127124,142242,147518,149992,140267,235180,74648,18034
Shenandoah NP,SHEN,2013,13786,9620,30481,101796,147819,136277,159170,168796,139508,112754,98409,18089
Shenandoah NP,SHEN,2014,8052,10115,29951,91203,141445,142300,172792,180685,130281,252800,74015,21682
Shenandoah NP,SHEN,2015,11278,9610,33194,88978,155018,138916,169303,194768,140852,257854,86953,35149
Shenandoah NP,SHEN,2016,16626,20687,56390,93020,137816,158017,195953,176133,147462,263082,142558,29597
Shenandoah NP,SHEN,2017,19961,43927,44352,122666,136232,163193,199031,187626,156788,244484,114778,25836
Shenandoah NP,SHEN,2018,23798,19335,46587,83868,132856,149418,178769,175955,109786,202362,119320,22826
Shenandoah NP,SHEN,2019,20245,10264,38601,102672,150297,170492,167335,195579,176271,236554,127014,30183
Shenandoah NP,SHEN,2020,27236,35473,133333,11514,46903,180311,244677,222592,202100,365398,152674,44054
Shenandoah NP,SHEN,2021,37588,9991,76682,117830,152924,162890,198114,165056,161016,295326,168956,45939
Shenandoah NP,SHEN,2022,13592,34383,56623,115883,135836,165442,184485,164375,145704,298672,114473,19832
Shenandoah NP,SHEN,2023,33275,38840,53571,130282,166908,160576,193381,166471,146808,308222,138453,39221
Theodore Roosevelt NP,THRO,2005,1256,1308,2349,21816,34961,83018,116124,120339,64437,32375,13060,2155
Theodore Roosevelt NP,THRO,2006,1256,1874,2552,12812,34970,80040,104284,101026,58675,33289,3073,1508
Theodore Roosevelt NP,THRO,2007,1202,1211,2797,17243,34709,79894,108614,101104,64598,37618,5894,1704
Theodore Roosevelt NP,THRO,2008,771,1173,3409,34042,41858,70534,108212,97342,49392,92899,14415,2757
Theodore Roosevelt NP,THRO,2009,351,1123,3108,26401,59694,79023,119531,110833,69061,82152,32400,3251
Theodore Roosevelt NP,THRO,2010,649,2273,5738,37379,61723,101545,114893,104439,66014,90047,35157,3891
Theodore Roosevelt NP,THRO,2011,991,2182,5759,21210,53300,77086,119479,113928,67619,63658,33807,4388
Theodore Roosevelt NP,THRO,2012,1231,2708,7654,33088,60320,96223,120737,116494,79436,77779,36596,8289
Theodore Roosevelt NP,THRO,2013,1863,2649,5729,7459,32794,107066,131384,118507,67226,31036,30961,8416
Theodore Roosevelt NP,THRO,2014,2014,3189,6561,9771,58639,120562,135149,106684,77436,30721,5762,3092
Theodore Roosevelt NP,THRO,2015,2007,2206,9291,16932,37725,99939,123938,112087,75035,71329,23944,5600
Theodore Roosevelt NP,THRO,2016,3699,3769,11237,12701,71977,122044,162933,160125,101499,78667,23088,2141
Theodore Roosevelt NP,THRO,2017,1905,3459,7957,22137,79745,109297,156123,160360,92235,54859,18214,1712
Theodore Roosevelt NP,THRO,2018,2950,2149,9140,16926,83865,132489,176271,138851,103766,62543,16265,4174
Theodore Roosevelt NP,THRO,2019,2515,1187,5935,10516,75682,134590,149425,135584,110576,46043,17086,2519
Theodore Roosevelt NP,THRO,2020,2103,4190,12204,3278,19618,106279,124698,118836,87640,50212,15371,6874
Theodore Roosevelt NP,THRO,2021,6866,5162,15125,11993,76738,150232,176113,157639,130018,55777,8235,2187
Theodore Roosevelt NP,THRO,2022,2449,2568,6645,7366,66678,124089,150994,137454,114280,50215,4614,1327
Theodore Roosevelt NP,THRO,2023,3295,1890,5727,11162,75073,139189,166853,148446,117092,58701,17412,2022
Virgin Islands NP,VIIS,2005,80247,77029,115099,99043,70873,69029,72605,48679,24253,34857,48940,62386
Virgin Islands NP,VIIS,2006,78443,61814,85149,80328,61434,59656,55581,36552,23279,26655,46294,62104
Virgin Islands NP,VIIS,2007,66298,66038,75543,54732,45967,48963,51184,38168,17759,24705,39253,42772
Virgin Islands NP,VIIS,2008,59823,57567,60965,46403,38131,42800,40849,30706,10054,20081,24765,36890
Virgin Islands NP,VIIS,2009,48159,49841,56261,55164,32751,36183,34753,19910,8056,11708,29023,34038
Virgin Islands NP,VIIS,2010,36384,56165,65158,119783,33566,31782,34048,24919,9376,13664,27214,41418
Virgin Islands NP,VIIS,2011,46785,49735,58900,37308,38092,32241,35467,28462,11686,23715,32101,47922
Virgin Islands NP,VIIS,2012,48913,56969,68808,56313,42569,38877,43658,28232,13489,13568,24173,47772
Virgin Islands NP,VIIS,2013,45386,52506,64924,51128,52241,26634,29000,20420,11140,10056,27537,47629
Virgin Islands NP,VIIS,2014,43226,52663,54554,56535,37761,38852,39400,24467,8283,12240,25953,32996
Virgin Islands NP,VIIS,2015,55828,54143,55686,47532,31162,41538,35332,16968,10570,13386,30500,45727
Virgin Islands NP,VIIS,2016,45838,51319,54981,33678,38334,35527,34154,20209,9281,11233,30106,46683
Virgin Islands NP,VIIS,2017,43527,47480,52123,36005,35278,27982,28818,32910,0,0,0,285
Virgin Islands NP,VIIS,2018,1131,1568,6766,15599,16530,17525,20093,16616,7959,2841,3455,2204
Virgin Islands NP,VIIS,2019,350,5753,5583,13680,10437,10047,8191,18599,7376,13496,16768,23118
Virgin Islands NP,VIIS,2020,29635,34404,16256,10552,0,3645,13639,14901,4072,8740,13455,18241
Virgin Islands NP,VIIS,2021,21845,22568,26357,33056,32255,36551,35510,29045,17224,17988,23280,28320
Virgin Islands NP,VIIS,2022,26276,22392,28469,17080,10223,9503,8692,9968,8607,11808,19012,24722
Virgin Islands NP,VIIS,2023,27599,29156,38426,38037,34372,30465,25880,24698,11633,15445,32740,35234
Voyageurs NP,VOYA,2005,3651,11260,9214,439,27740,44878,48641,48349,26498,10756,2343,808
Voyageurs NP,VOYA,2006,3911,12783,4447,370,27448,44853,48304,49304,27129,10731,2346,249
Voyageurs NP,VOYA,2007,2897,4763,4339,395,27169,44506,48480,48738,25864,10747,2384,368
Voyageurs NP,VOYA,2008,3038,8068,441,210,27215,45229,48316,48362,26385,11444,2384,493
Voyageurs NP,VOYA,2009,3153,5942,5371,258,27320,44862,47900,48532,25414,10843,2330,504
Voyageurs NP,VOYA,2010,3863,8310,2894,441,30282,49250,70657,48756,37788,834,155,661
Voyageurs NP,VOYA,2011,3011,3994,3075,224,19544,38658,47637,36997,22804,500,150,590
Voyageurs NP,VOYA,2012,4331,10485,3458,362,30198,49339,67433,44457,3808,335,164,471
Voyageurs NP,VOYA,2013,3884,9536,3703,178,27846,46580,50700,50648,26620,11133,2400,162
Voyageurs NP,VOYA,2014,4866,7595,4176,1418,28634,46978,51718,52321,27023,11078,2425,928
Voyageurs NP,VOYA,2015,6365,6917,3643,246,28579,48435,51910,51686,27018,10977,2387,150
Voyageurs NP,VOYA,2016,5105,8502,3004,350,28844,48611,54668,51770,27569,11002,2291,196
Voyageurs NP,VOYA,2017,3906,7729,1221,331,29449,49235,53350,52552,25963,10990,2414,110
Voyageurs NP,VOYA,2018,4369,6955,5259,286,28843,48594,52789,52468,26427,11106,2408,152
Voyageurs NP,VOYA,2019,4458,7602,3214,213,28198,47387,52031,50586,25517,11047,2472,249
Voyageurs NP,VOYA,2020,2585,5316,2149,0,29681,53895,62161,61797,31408,11601,2479,19
Voyageurs NP,VOYA,2021,4679,7887,1558,104,29785,49166,53255,55580,27166,11031,2474,357
Voyageurs NP,VOYA,2022,4464,5264,3268,172,28130,44629,48662,48500,24541,10801,2473,530
Voyageurs NP,VOYA,2023,2641,7461,6598,498,28346,44815,46106,48359,22548,10932,2478,43
White Sands NP,WHSA,2005,22601,20792,55758,42381,47003,46867,56873,40549,30103,29665,27804,30051
White Sands NP,WHSA,2006,23988,23989,50297,51423,44647,42560,53463,34453,27115,35009,27445,26538
White Sands NP,WHSA,2007,16657,20310,49431,42698,45072,46638,55098,38696,35226,33555,25260,28401
White Sands NP,WHSA,2008,20652,23970,58343,42043,43971,39064,49156,39506,32780,29712,27251,32063
White Sands NP,WHSA,2009,27630,25353,55379,45170,48085,47424,51793,44616,38540,33453,28816,24908
White Sands NP,WHSA,2010,23678,24772,53418,45379,47910,43746,53842,40921,41077,38094,28330,29754
White Sands NP,WHSA,2011,24257,21165,54723,38623,39033,38192,49203,37034,37982,36776,28761,23175
White Sands NP,WHSA,2012,23304,26876,50319,42220,42016,40627,51099,39290,41007,33774,28169,28684
White Sands NP,WHSA,2013,24050,29219,67526,47111,46824,44968,57642,46727,43593,16695,29421,36768
White Sands NP,WHSA,2014,27967,30374,59736,49506,54290,48008,61109,51441,35912,32292,25771,27254
White Sands NP,WHSA,2015,20350,26202,59694,48749,56427,49110,63741,44976,38940,35823,28596,24898
White Sands NP,WHSA,2016,23939,30804,71857,48717,57795,51861,63078,45378,45679,43872,36041,36772
White Sands NP,WHSA,2017,28725,34370,80791,60885,62169,56140,67281,48936,41285,44473,42231,45182
White Sands NP,WHSA,2018,33285,35280,89760,57945,63027,58971,67872,47562,45752,45409,41094,17051
White Sands NP,WHSA,2019,4693,35531,83712,62811,64344,62127,66363,48510,43009,50053,38575,49057
White Sands NP,WHSA,2020,40264,41823,48402,0,0,1449,43251,45384,48269,57660,42232,46649
White Sands NP,WHSA,2021,45053,35766,98118,78723,85197,72891,86436,51453,47151,63669,56410,61602
White Sands NP,WHSA,2022,45083,44186,99649,75417,64329,56802,62853,46338,50331,57639,49712,52788
White Sands NP,WHSA,2023,42942,43512,101402,80337,71622,64245,60270,43155,52738,63869,50685,54319
Wind Cave NP,WICA,2005,12430,12910,20656,38703,58520,90114,135615,121524,69053,25951,14275,12727
Wind Cave NP,WICA,2006,15475,12343,15774,38286,61575,83310,129028,112730,67634,27425,17483,9986
Wind Cave NP,WICA,2007,12702,12201,18659,42150,62634,79950,136038,120220,63152,30479,13976,10997
Wind Cave NP,WICA,2008,13350,11963,21344,30138,68310,68523,104547,138943,67418,24698,12114,12085
Wind Cave NP,WICA,2009,12433,12032,17916,35864,57317,86541,123552,116841,78794,20414,14040,12124
Wind Cave NP,WICA,2010,11939,10993,19736,36717,56147,77640,123652,120313,68802,26270,13067,11865
Wind Cave NP,WICA,2011,11313,7660,23554,35609,45218,77861,113202,99878,68973,23741,14516,16869
Wind Cave NP,WICA,2012,12579,11028,17293,35086,55624,85032,96381,87384,69892,23992,16981,17811
Wind Cave NP,WICA,2013,10376,11119,16015,35354,47907,112122,70989,95240,71250,14110,18902,12758
Wind Cave NP,WICA,2014,11553,5864,16581,34389,49005,99915,119654,89252,73754,23049,9553,14453
Wind Cave NP,WICA,2015,16116,10885,18788,36808,69312,117438,119875,97900,73754,24704,15014,11604
Wind Cave NP,WICA,2016,10734,13785,24239,38373,51752,114636,124710,104543,78141,28696,15994,11774
Wind Cave NP,WICA,2017,11916,15543,24896,38002,46204,116823,128984,103518,77574,28696,15994,11774
Wind Cave NP,WICA,2018,11916,15543,24896,38002,46204,116823,136829,128984,79155,31128,15670,11247
Wind Cave NP,WICA,2019,11431,14127,21375,54922,48780,125106,146531,92237,55196,23537,10950,11158
Wind Cave NP,WICA,2020,13641,11687,13942,29214,36878,55498,89098,80890,67635,23939,11652,14331
Wind Cave NP,WICA,2021,14840,10836,16430,43240,77241,121608,154509,119271,89468,31657,16374,13527
Wind Cave NP,WICA,2022,12433,11958,20156,35600,69382,95359,120638,101890,83314,31722,13956,11010
Wind Cave NP,WICA,2023,10784,10922,17280,37540,69615,99549,123482,93076,74444,28543,14342,12882
Wrangell-St. Elias NP & PRES,WRST,2005,25,95,230,520,2741,12624,19134,14542,5688,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2006,25,95,230,520,2882,11325,15995,13601,5038,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2007,25,95,230,520,3856,13853,18667,16523,6691,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2008,25,95,230,520,5127,14698,21115,17490,5768,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2009,25,95,230,520,4239,13504,18660,16002,6066,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2010,25,95,230,520,3416,16959,25212,20671,5417,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2011,25,95,230,520,3833,14488,20344,17734,7331,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2012,25,95,230,520,6646,20522,28929,23733,5833,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2013,25,95,230,520,2692,15559,21847,22008,6383,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2014,25,95,230,520,4441,17053,23766,22028,5939,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2015,25,95,230,520,6122,18297,25014,21880,7558,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2016,25,95,230,520,4706,16481,25520,23142,7703,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2017,25,95,230,520,4715,14484,21367,18752,7479,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2018,25,95,230,520,2230,18430,24618,24658,8019,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2019,25,95,230,520,4572,16445,23372,20779,7855,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2020,25,95,230,520,283,70,5410,6077,3320,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2021,25,95,230,520,2003,10127,15569,12371,8624,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2022,25,95,230,520,4909,16590,20054,16829,5359,530,60,35
Wrangell-St. Elias NP & PRES,WRST,2023,25,95,230,520,4129,17125,28446,20278,6832,530,60,35
Yellowstone NP,YELL,2005,22297,29018,17324,26116,225811,560014,743165,647288,393362,142912,11505,16839
Yellowstone NP,YELL,2006,23989,29011,18879,29381,230762,557213,738807,635666,428369,146790,12382,19046
Yellowstone NP,YELL,2007,25476,30928,20225,27798,264203,609606,822773,710781,463994,139789,15362,20408
Yellowstone NP,YELL,2008,26864,33557,19147,24433,217938,593405,808110,731063,437552,145488,12671,16352
Yellowstone NP,YELL,2009,24770,28355,17317,24831,261763,643844,900515,752983,489438,123867,9397,18107
Yellowstone NP,YELL,2010,25595,29108,21028,32763,250445,694841,957785,854837,550504,189072,16819,17388
Yellowstone NP,YELL,2011,24517,28174,18728,28147,207842,634316,906935,805173,536349,175433,12198,16514
Yellowstone NP,YELL,2012,24766,27752,20248,29056,268251,671825,888335,780286,527610,177069,14059,18472
Yellowstone NP,YELL,2013,24699,31053,18613,24606,293250,624429,812212,725136,557925,47560,11169,17378
Yellowstone NP,YELL,2014,26778,28233,18778,31356,310039,669642,858856,773357,571764,194804,11537,18340
Yellowstone NP,YELL,2015,28091,34343,22989,46600,386064,780768,980702,854408,680213,252013,11049,20470
Yellowstone NP,YELL,2016,30621,36327,22924,59253,444630,838316,995917,841036,701754,242004,24710,19685
Yellowstone NP,YELL,2017,29518,32275,23897,45160,419635,803652,962404,916166,640068,211987,10468,21294
Yellowstone NP,YELL,2018,29179,34263,22741,37766,446875,810884,940563,813970,724454,218076,13849,22380
Yellowstone NP,YELL,2019,33896,31650,28695,48150,434385,781853,936062,820006,693118,171339,15628,25506
Yellowstone NP,YELL,2020,25234,41880,32516,0,46219,573205,955645,881829,837114,359889,24132,28643
Yellowstone NP,YELL,2021,35338,36897,35611,67508,473799,938845,1080767,921844,882078,316662,33144,37749
Yellowstone NP,YELL,2022,46615,47300,35593,80283,523680,525363,596562,582211,567587,236567,17687,30794
Yellowstone NP,YELL,2023,45709,45717,30044,69247,454262,847864,969692,846389,838458,299127,20109,34764
Yosemite NP,YOSE,2005,91238,103756,143335,195385,304552,413124,554567,485643,430134,318508,152671,111231
Yosemite NP,YOSE,2006,104591,101194,125556,189472,309387,382972,510932,528254,421502,298771,165499,104514
Yosemite NP,YOSE,2007,99892,100941,135925,219854,374184,466054,543235,550172,417882,298122,178846,118321
Yosemite NP,YOSE,2008,95124,107729,153735,199592,361193,473186,539874,543799,416918,295547,146838,97979
Yosemite NP,YOSE,2009,101984,78795,132711,230828,399683,483382,586591,643300,471530,346826,151297,110545
Yosemite NP,YOSE,2010,96089,100379,149651,224461,382414,521059,643566,659857,520210,356370,148459,98893
Yosemite NP,YOSE,2011,100718,93588,100433,231372,356588,503741,704553,699749,533502,360449,139079,127621
Yosemite NP,YOSE,2012,120496,113341,136687,243102,356500,528186,623101,660118,482004,322687,141868,125314
Yosemite NP,YOSE,2013,103910,114440,165409,231178,370422,508941,611538,552137,460855,279526,161356,131479
Yosemite NP,YOSE,2014,112133,113403,146750,242722,333308,496363,623663,654157,467205,354769,203678,134491
Yosemite NP,YOSE,2015,128318,135316,194667,281328,408121,545231,626009,636936,527402,357223,169425,140241
Yosemite NP,YOSE,2016,139780,201601,286990,305092,457309,703614,780728,692450,598428,483232,218998,160646
Yosemite NP,YOSE,2017,120025,119421,166793,302553,471844,565702,633351,615892,566279,429827,217927,127276
Yosemite NP,YOSE,2018,129432,143321,170681,278349,385670,543690,504230,441867,524387,360776,215854,311179
Yosemite NP,YOSE,2019,116746,111665,173610,297207,393004,496625,717462,703153,584664,448939,230598,149188
Yosemite NP,YOSE,2020,132742,167778,92324,0,0,236534,501068,375226,258561,249827,136799,117454
Yosemite NP,YOSE,2021,67284,128222,159906,257158,348006,429980,509874,432038,356030,284611,185213,129273
Yosemite NP,YOSE,2022,137057,170196,192634,285601,380905,470045,396833,518407,424374,381612,178786,131100
Yosemite NP,YOSE,2023,107256,107012,25005,205802,322308,487618,580357,593378,559464,488566,252249,168055
Zion NP,ZION,2005,63566,70260,195530,230366,283547,339849,347745,340826,298465,227570,118083,70858
Zion NP,ZION,2006,71680,70170,144186,264821,277849,325124,347105,337212,298587,235952,128339,66325
Zion NP,ZION,2007,68640,71530,176622,286701,281149,333005,338116,337824,314290,253572,129962,65870
Zion NP,ZION,2008,56137,62044,187814,242778,302002,354527,360046,368739,312606,254187,126588,62686
Zion NP,ZION,2009,60204,62964,167246,271709,296330,366004,368933,372157,306161,265095,132998,65601
Zion NP,ZION,2010,54928,62099,171079,277599,304278,331185,362881,332796,319838,236316,143272,69701
Zion NP,ZION,2011,64524,67801,164037,255813,325089,376453,391144,360196,324727,273876,145158,76687
Zion NP,ZION,2012,68202,74382,165242,352192,343488,370280,392359,364857,355140,276134,140350,70981
Zion NP,ZION,2013,56972,64994,227899,292765,313594,367217,379129,345014,339593,203056,141251,75903
Zion NP,ZION,2014,70862,74625,226424,312381,391969,397753,407153,391973,340855,304108,169607,101986
Zion NP,ZION,2015,78318,106314,291118,392417,400048,458546,479538,455487,394201,314966,180390,97503
Zion NP,ZION,2016,84145,117510,359920,395768,447976,544890,599961,477507,497825,412916,232271,124438
Zion NP,ZION,2017,88561,110569,345476,515652,509017,533252,576349,529684,512940,422377,222069,138866
Zion NP,ZION,2018,107960,127790,373523,483487,500118,541464,500350,459415,481507,377826,218799,147794
Zion NP,ZION,2019,98828,102269,296316,372349,529553,594896,629802,535322,497443,429604,230180,171706
Zion NP,ZION,2020,126994,133718,207400,40396,178194,377425,449518,450183,520987,559342,319853,227244
Zion NP,ZION,2021,172747,160232,429455,469775,610301,675799,581496,466928,483180,469379,308560,211983
Zion NP,ZION,2022,139827,168499,446308,491625,539172,569975,548636,437134,423654,459697,291044,176846
Zion NP,ZION,2023,114117,130478,336226,450819,514283,564036,561026,458449,491799,504584,284978,212443
